Timestamp,Container,CPU_Perc
1776272000.026505,thesis_project-auth_service-1,"0,22"
1776272002.0385869,thesis_project-data_service-1,"0,24"
1776272004.044784,thesis_project-user_service-1,"0,08"
1776272006.061698,thesis_project-api_gateway-1,"6,73"
1776272008.072395,thesis_project-auth_service-1,"0,08"
1776272010.077023,thesis_project-data_service-1,"49,83"
1776272012.0809731,thesis_project-user_service-1,"0,07"
1776272014.08999,thesis_project-api_gateway-1,"0,84"
1776272016.1014981,thesis_project-auth_service-1,"0,09"
1776272018.109684,thesis_project-data_service-1,"49,74"
1776272020.115972,thesis_project-user_service-1,"0,08"
1776272022.122634,thesis_project-api_gateway-1,"50,73"
1776272025.1405098,thesis_project-auth_service-1,"0,07"
1776272027.14675,thesis_project-data_service-1,"50,18"
1776272029.150152,thesis_project-user_service-1,"0,09"
1776272031.1571681,thesis_project-api_gateway-1,"49,79"
1776272033.169912,thesis_project-auth_service-1,"0,09"
1776272035.1843672,thesis_project-data_service-1,"49,70"
1776272037.19078,thesis_project-user_service-1,"0,07"
1776272039.194613,thesis_project-api_gateway-1,"0,25"
1776272041.208697,thesis_project-auth_service-1,"0,08"
1776272043.222223,thesis_project-data_service-1,"50,57"
1776272045.2315269,thesis_project-user_service-1,"0,09"
1776272047.238035,thesis_project-api_gateway-1,"50,35"
1776272049.250276,thesis_project-auth_service-1,"0,07"
1776272051.257249,thesis_project-data_service-1,"49,76"
1776272053.262205,thesis_project-user_service-1,"0,10"
1776272055.28096,thesis_project-api_gateway-1,"49,67"
1776272057.293818,thesis_project-auth_service-1,"0,07"
1776272059.304319,thesis_project-data_service-1,"0,15"
1776272061.3107939,thesis_project-user_service-1,"0,07"
1776272063.318078,thesis_project-api_gateway-1,"50,10"
1776272066.338315,thesis_project-auth_service-1,"0,08"
1776272068.344065,thesis_project-data_service-1,"49,82"
1776272070.347156,thesis_project-user_service-1,"0,08"
1776272072.350261,thesis_project-api_gateway-1,"50,03"
1776272075.3694458,thesis_project-auth_service-1,"0,08"
1776272077.378112,thesis_project-data_service-1,"50,04"
1776272079.388011,thesis_project-user_service-1,"0,08"
1776272081.394948,thesis_project-api_gateway-1,"50,03"
1776272083.416519,thesis_project-auth_service-1,"0,12"
1776272085.436126,thesis_project-data_service-1,"50,47"
1776272087.437932,thesis_project-user_service-1,"0,08"
1776272089.442395,thesis_project-api_gateway-1,"50,18"
1776272091.452369,thesis_project-auth_service-1,"0,09"
1776272093.457129,thesis_project-data_service-1,"49,98"
1776272095.474337,thesis_project-user_service-1,"0,09"
1776272097.481751,thesis_project-api_gateway-1,"50,21"
1776272099.495048,thesis_project-auth_service-1,"0,10"
1776272101.5021498,thesis_project-data_service-1,"0,10"
1776272103.513769,thesis_project-user_service-1,"0,08"
1776272105.5261939,thesis_project-api_gateway-1,"50,38"
1776272107.537807,thesis_project-auth_service-1,"0,08"
1776272109.5447419,thesis_project-data_service-1,"50,49"
1776272111.562381,thesis_project-user_service-1,"0,09"
1776272113.566902,thesis_project-api_gateway-1,"49,94"
1776272115.5904372,thesis_project-auth_service-1,"0,09"
1776272117.5984268,thesis_project-data_service-1,"50,40"
1776272119.602852,thesis_project-user_service-1,"0,05"
1776272121.607566,thesis_project-api_gateway-1,"0,28"
1776272123.625709,thesis_project-auth_service-1,"0,09"
1776272125.6383822,thesis_project-data_service-1,"50,68"
1776272127.643449,thesis_project-user_service-1,"0,10"
1776272129.648797,thesis_project-api_gateway-1,"50,01"
1776272131.662396,thesis_project-auth_service-1,"0,07"
1776272133.6703382,thesis_project-data_service-1,"49,92"
1776272135.692398,thesis_project-user_service-1,"0,08"
1776272137.700037,thesis_project-api_gateway-1,"50,79"
1776272139.714586,thesis_project-auth_service-1,"0,10"
1776272141.724659,thesis_project-data_service-1,"41,22"
1776272143.747874,thesis_project-user_service-1,"0,08"
1776272145.76304,thesis_project-api_gateway-1,"49,81"
1776272147.7824798,thesis_project-auth_service-1,"0,10"
1776272149.794584,thesis_project-data_service-1,"49,86"
1776272151.808034,thesis_project-user_service-1,"0,09"
1776272153.821377,thesis_project-api_gateway-1,"50,39"
1776272155.8342621,thesis_project-auth_service-1,"0,08"
1776272157.8401248,thesis_project-data_service-1,"16,67"
1776272159.8431711,thesis_project-user_service-1,"0,07"
1776272161.848277,thesis_project-api_gateway-1,"50,06"
1776272163.862314,thesis_project-auth_service-1,"0,08"
1776272165.880595,thesis_project-data_service-1,"0,09"
1776272167.9006798,thesis_project-user_service-1,"0,12"
1776272169.911969,thesis_project-api_gateway-1,"50,74"
1776272171.9259079,thesis_project-auth_service-1,"0,08"
1776272173.934608,thesis_project-data_service-1,"50,07"
1776272175.945832,thesis_project-user_service-1,"0,09"
1776272177.95371,thesis_project-api_gateway-1,"50,05"
1776272179.965249,thesis_project-auth_service-1,"0,10"
1776272181.9710689,thesis_project-data_service-1,"0,11"
1776272183.980777,thesis_project-user_service-1,"0,08"
1776272184.9903,thesis_project-api_gateway-1,"50,25"
1776272186.999412,thesis_project-auth_service-1,"0,07"
1776272189.009683,thesis_project-data_service-1,"0,08"
1776272191.015678,thesis_project-user_service-1,"0,08"
1776272193.022291,thesis_project-api_gateway-1,"50,36"
1776272196.046526,thesis_project-auth_service-1,"0,22"
1776272198.061419,thesis_project-data_service-1,"0,24"
