Timestamp,Container,CPU_Perc
1776423678.869916,thesis_project-api_gateway-1,"0,30"
1776423680.891911,thesis_project-user_service-1,"0,34"
1776423682.907972,thesis_project-data_service-1,"1,35"
1776423684.9227898,thesis_project-auth_service-1,"0,23"
1776423686.950687,thesis_project-api_gateway-1,"6,19"
1776423688.9624262,thesis_project-user_service-1,"0,24"
1776423690.97279,thesis_project-data_service-1,"3,92"
1776423692.9872398,thesis_project-auth_service-1,"0,23"
1776423695.0162199,thesis_project-api_gateway-1,"9,70"
1776423697.0483541,thesis_project-user_service-1,"0,13"
1776423699.058841,thesis_project-data_service-1,"7,29"
1776423701.0680268,thesis_project-auth_service-1,"0,16"
1776423703.08523,thesis_project-api_gateway-1,"18,52"
1776423705.174033,thesis_project-user_service-1,"0,11"
1776423707.19661,thesis_project-data_service-1,"8,98"
1776423709.206235,thesis_project-auth_service-1,"0,14"
1776423711.229824,thesis_project-api_gateway-1,"20,85"
1776423713.2428741,thesis_project-user_service-1,"0,15"
1776423715.25698,thesis_project-data_service-1,"9,38"
1776423717.284172,thesis_project-auth_service-1,"0,15"
1776423719.300402,thesis_project-api_gateway-1,"20,64"
1776423721.308764,thesis_project-user_service-1,"0,12"
1776423723.3194199,thesis_project-data_service-1,"9,59"
1776423725.335038,thesis_project-auth_service-1,"0,13"
1776423728.3542368,thesis_project-api_gateway-1,"19,20"
1776423730.363586,thesis_project-user_service-1,"0,14"
1776423732.3767,thesis_project-data_service-1,"9,76"
1776423734.391592,thesis_project-auth_service-1,"0,16"
1776423736.4141152,thesis_project-api_gateway-1,"19,12"
1776423738.424096,thesis_project-user_service-1,"0,15"
1776423740.435136,thesis_project-data_service-1,"9,80"
1776423742.44221,thesis_project-auth_service-1,"0,15"
1776423744.458111,thesis_project-api_gateway-1,"18,98"
1776423746.472286,thesis_project-user_service-1,"0,15"
1776423747.478869,thesis_project-data_service-1,"9,13"
1776423749.4821382,thesis_project-auth_service-1,"0,14"
1776423751.4931788,thesis_project-api_gateway-1,"17,94"
1776423753.5011919,thesis_project-user_service-1,"0,13"
1776423755.517159,thesis_project-data_service-1,"8,96"
1776423757.5483499,thesis_project-auth_service-1,"0,20"
1776423759.569066,thesis_project-api_gateway-1,"17,89"
1776423761.579944,thesis_project-user_service-1,"0,16"
1776423763.591085,thesis_project-data_service-1,"8,83"
1776423765.607008,thesis_project-auth_service-1,"0,18"
1776423767.626699,thesis_project-api_gateway-1,"17,45"
1776423769.637365,thesis_project-user_service-1,"0,15"
1776423771.64658,thesis_project-data_service-1,"8,35"
1776423773.657873,thesis_project-auth_service-1,"0,17"
1776423776.6873221,thesis_project-api_gateway-1,"17,63"
1776423778.70244,thesis_project-user_service-1,"0,16"
1776423780.7113369,thesis_project-data_service-1,"8,35"
1776423782.7184489,thesis_project-auth_service-1,"0,20"
1776423784.733398,thesis_project-api_gateway-1,"16,21"
1776423786.751057,thesis_project-user_service-1,"0,14"
1776423788.761145,thesis_project-data_service-1,"7,91"
1776423790.7687192,thesis_project-auth_service-1,"0,15"
1776423792.794235,thesis_project-api_gateway-1,"16,61"
1776423794.805185,thesis_project-user_service-1,"0,13"
1776423796.827691,thesis_project-data_service-1,"7,81"
1776423798.837122,thesis_project-auth_service-1,"0,16"
1776423800.8561459,thesis_project-api_gateway-1,"17,05"
1776423802.870305,thesis_project-user_service-1,"0,16"
1776423804.885837,thesis_project-data_service-1,"7,73"
1776423806.902834,thesis_project-auth_service-1,"0,13"
1776423808.92458,thesis_project-api_gateway-1,"16,70"
1776423810.932089,thesis_project-user_service-1,"0,16"
1776423812.938208,thesis_project-data_service-1,"8,31"
1776423814.9436858,thesis_project-auth_service-1,"0,15"
1776423816.960505,thesis_project-api_gateway-1,"16,19"
1776423818.968066,thesis_project-user_service-1,"0,15"
1776423820.972651,thesis_project-data_service-1,"7,87"
1776423822.9791842,thesis_project-auth_service-1,"0,14"
1776423824.98894,thesis_project-api_gateway-1,"16,13"
1776423825.9971788,thesis_project-user_service-1,"0,15"
1776423828.002934,thesis_project-data_service-1,"7,47"
1776423830.0089002,thesis_project-auth_service-1,"0,18"
1776423832.021125,thesis_project-api_gateway-1,"12,61"
1776423834.038068,thesis_project-user_service-1,"0,18"
1776423836.057575,thesis_project-data_service-1,"6,69"
1776423838.0726101,thesis_project-auth_service-1,"0,18"
1776423840.091616,thesis_project-api_gateway-1,"12,62"
1776423842.101517,thesis_project-user_service-1,"0,25"
1776423844.113884,thesis_project-data_service-1,"5,44"
1776423846.1330528,thesis_project-auth_service-1,"0,24"
1776423848.148263,thesis_project-api_gateway-1,"10,06"
1776423850.159392,thesis_project-user_service-1,"0,22"
1776423852.1676412,thesis_project-data_service-1,"3,55"
1776423854.178862,thesis_project-auth_service-1,"0,23"
1776423857.213504,thesis_project-api_gateway-1,"5,20"
1776423859.23184,thesis_project-user_service-1,"0,27"
1776423861.239397,thesis_project-data_service-1,"0,91"
1776423863.2472398,thesis_project-auth_service-1,"0,31"
