Timestamp,Container,CPU_Perc
1776266915.879337,thesis_project-api_gateway-1,"0,22"
1776266917.887336,thesis_project-data_service-1,"0,30"
1776266919.904824,thesis_project-auth_service-1,"1,24"
1776266921.91201,thesis_project-user_service-1,"10,40"
1776266923.921095,thesis_project-api_gateway-1,"17,72"
1776266925.9243588,thesis_project-data_service-1,"43,62"
1776266927.928006,thesis_project-auth_service-1,"0,07"
1776266929.935282,thesis_project-user_service-1,"19,50"
1776266931.9471948,thesis_project-api_gateway-1,"29,41"
1776266933.950211,thesis_project-data_service-1,"49,72"
1776266935.9569468,thesis_project-auth_service-1,"0,05"
1776266937.96013,thesis_project-user_service-1,"16,34"
1776266940.970217,thesis_project-api_gateway-1,"30,84"
1776266942.975393,thesis_project-data_service-1,"49,94"
1776266944.979394,thesis_project-auth_service-1,"0,05"
1776266946.98343,thesis_project-user_service-1,"18,85"
1776266948.9955132,thesis_project-api_gateway-1,"24,36"
1776266951.0033112,thesis_project-data_service-1,"48,43"
1776266953.007971,thesis_project-auth_service-1,"0,06"
1776266955.012738,thesis_project-user_service-1,"21,19"
1776266957.025036,thesis_project-api_gateway-1,"27,24"
1776266959.029801,thesis_project-data_service-1,"46,39"
1776266961.037245,thesis_project-auth_service-1,"0,07"
1776266963.040761,thesis_project-user_service-1,"19,69"
1776266965.047134,thesis_project-api_gateway-1,"29,45"
1776266967.0517812,thesis_project-data_service-1,"43,12"
1776266969.059563,thesis_project-auth_service-1,"0,06"
1776266971.068445,thesis_project-user_service-1,"23,88"
1776266973.0799592,thesis_project-api_gateway-1,"31,07"
1776266975.087347,thesis_project-data_service-1,"41,03"
1776266977.0943072,thesis_project-auth_service-1,"0,06"
1776266979.0995998,thesis_project-user_service-1,"20,39"
1776266981.111059,thesis_project-api_gateway-1,"18,92"
1776266983.113303,thesis_project-data_service-1,"46,49"
1776266985.117663,thesis_project-auth_service-1,"0,07"
1776266987.1217768,thesis_project-user_service-1,"17,71"
1776266989.1308439,thesis_project-api_gateway-1,"24,15"
1776266991.1385589,thesis_project-data_service-1,"40,70"
1776266993.1414962,thesis_project-auth_service-1,"0,06"
1776266995.144779,thesis_project-user_service-1,"19,18"
1776266997.152998,thesis_project-api_gateway-1,"31,75"
