Timestamp,Container,CPU_Perc
1776423919.115488,thesis_project-api_gateway-1,"0,21"
1776423921.135036,thesis_project-user_service-1,"1,79"
1776423923.154806,thesis_project-data_service-1,"2,52"
1776423925.165807,thesis_project-auth_service-1,"0,19"
1776423927.198229,thesis_project-api_gateway-1,"6,21"
1776423929.2130802,thesis_project-user_service-1,"2,74"
1776423931.2284532,thesis_project-data_service-1,"8,01"
1776423933.2402298,thesis_project-auth_service-1,"0,29"
1776423935.255754,thesis_project-api_gateway-1,"9,99"
1776423936.2734551,thesis_project-user_service-1,"5,55"
1776423938.288903,thesis_project-data_service-1,"10,78"
1776423940.308579,thesis_project-auth_service-1,"0,14"
1776423942.3299809,thesis_project-api_gateway-1,"14,30"
1776423944.3444889,thesis_project-user_service-1,"6,64"
1776423946.357087,thesis_project-data_service-1,"15,20"
1776423948.374233,thesis_project-auth_service-1,"0,14"
1776423950.3868601,thesis_project-api_gateway-1,"18,68"
1776423952.397851,thesis_project-user_service-1,"7,20"
1776423954.4032562,thesis_project-data_service-1,"16,47"
1776423956.418674,thesis_project-auth_service-1,"0,14"
1776423958.440396,thesis_project-api_gateway-1,"18,65"
1776423960.454145,thesis_project-user_service-1,"8,16"
1776423962.463562,thesis_project-data_service-1,"17,60"
1776423964.479151,thesis_project-auth_service-1,"0,13"
1776423967.518278,thesis_project-api_gateway-1,"17,40"
1776423969.5260658,thesis_project-user_service-1,"8,33"
1776423971.5328221,thesis_project-data_service-1,"16,50"
1776423973.5407848,thesis_project-auth_service-1,"0,15"
1776423975.5562098,thesis_project-api_gateway-1,"16,27"
1776423976.578381,thesis_project-user_service-1,"7,76"
1776423978.598176,thesis_project-data_service-1,"15,48"
1776423980.6159492,thesis_project-auth_service-1,"0,13"
1776423982.632572,thesis_project-api_gateway-1,"18,27"
1776423984.6437278,thesis_project-user_service-1,"8,27"
1776423986.66627,thesis_project-data_service-1,"15,47"
1776423988.679208,thesis_project-auth_service-1,"0,16"
1776423990.691937,thesis_project-api_gateway-1,"17,59"
1776423992.696546,thesis_project-user_service-1,"7,64"
1776423994.70875,thesis_project-data_service-1,"15,46"
1776423996.729571,thesis_project-auth_service-1,"0,16"
1776423998.751529,thesis_project-api_gateway-1,"16,90"
1776424000.7634869,thesis_project-user_service-1,"7,89"
1776424002.775896,thesis_project-data_service-1,"15,91"
1776424004.7871602,thesis_project-auth_service-1,"0,14"
1776424006.808866,thesis_project-api_gateway-1,"17,08"
1776424008.822291,thesis_project-user_service-1,"8,05"
1776424010.830781,thesis_project-data_service-1,"14,99"
1776424012.8355598,thesis_project-auth_service-1,"0,15"
1776424014.849969,thesis_project-api_gateway-1,"18,13"
1776424016.8605871,thesis_project-user_service-1,"7,78"
1776424018.8688798,thesis_project-data_service-1,"14,56"
1776424020.885918,thesis_project-auth_service-1,"0,17"
1776424022.91224,thesis_project-api_gateway-1,"18,68"
1776424024.921452,thesis_project-user_service-1,"7,57"
1776424026.9620512,thesis_project-data_service-1,"14,42"
1776424028.970988,thesis_project-auth_service-1,"0,13"
1776424030.993752,thesis_project-api_gateway-1,"17,92"
1776424033.004456,thesis_project-user_service-1,"8,03"
1776424035.018825,thesis_project-data_service-1,"14,55"
1776424037.043019,thesis_project-auth_service-1,"0,15"
1776424039.063869,thesis_project-api_gateway-1,"17,06"
1776424041.071597,thesis_project-user_service-1,"6,59"
1776424043.077478,thesis_project-data_service-1,"12,82"
1776424045.081738,thesis_project-auth_service-1,"0,18"
1776424047.096891,thesis_project-api_gateway-1,"15,33"
1776424049.102643,thesis_project-user_service-1,"5,32"
1776424051.1129742,thesis_project-data_service-1,"13,53"
1776424053.119843,thesis_project-auth_service-1,"0,12"
1776424055.141557,thesis_project-api_gateway-1,"13,26"
1776424057.1633542,thesis_project-user_service-1,"6,59"
1776424059.171778,thesis_project-data_service-1,"12,87"
1776424061.178478,thesis_project-auth_service-1,"0,19"
1776424063.194918,thesis_project-api_gateway-1,"14,49"
1776424065.202836,thesis_project-user_service-1,"6,28"
1776424067.2148218,thesis_project-data_service-1,"12,43"
1776424069.219747,thesis_project-auth_service-1,"0,16"
1776424071.232704,thesis_project-api_gateway-1,"14,76"
1776424073.237223,thesis_project-user_service-1,"6,12"
1776424075.2450109,thesis_project-data_service-1,"11,52"
1776424077.254237,thesis_project-auth_service-1,"0,18"
1776424079.269682,thesis_project-api_gateway-1,"9,93"
1776424081.2791228,thesis_project-user_service-1,"4,51"
1776424083.288508,thesis_project-data_service-1,"9,25"
1776424085.305256,thesis_project-auth_service-1,"0,19"
1776424087.334496,thesis_project-api_gateway-1,"8,11"
1776424089.348584,thesis_project-user_service-1,"3,56"
1776424091.365338,thesis_project-data_service-1,"6,32"
1776424093.375412,thesis_project-auth_service-1,"0,23"
1776424095.400552,thesis_project-api_gateway-1,"4,17"
1776424097.428801,thesis_project-user_service-1,"1,64"
1776424099.440625,thesis_project-data_service-1,"2,17"
1776424101.451039,thesis_project-auth_service-1,"0,24"
1776424103.4726012,thesis_project-api_gateway-1,"0,28"
1776424105.485396,thesis_project-user_service-1,"0,39"
