Timestamp,Container,CPU_Perc
1776267245.170793,thesis_project-api_gateway-1,"0,17"
1776267247.186493,thesis_project-data_service-1,"0,29"
1776267249.201516,thesis_project-auth_service-1,"0,23"
1776267251.229619,thesis_project-user_service-1,"0,08"
1776267253.244883,thesis_project-api_gateway-1,"5,53"
1776267255.2517262,thesis_project-data_service-1,"40,01"
1776267257.256532,thesis_project-auth_service-1,"0,07"
1776267259.263933,thesis_project-user_service-1,"0,07"
1776267261.280096,thesis_project-api_gateway-1,"50,73"
1776267263.290936,thesis_project-data_service-1,"40,63"
1776267265.301184,thesis_project-auth_service-1,"0,07"
1776267267.307751,thesis_project-user_service-1,"0,07"
1776267269.320144,thesis_project-api_gateway-1,"50,27"
1776267271.336642,thesis_project-data_service-1,"50,31"
1776267273.3432379,thesis_project-auth_service-1,"0,06"
1776267275.350218,thesis_project-user_service-1,"0,07"
1776267277.3669991,thesis_project-api_gateway-1,"50,12"
1776267279.376959,thesis_project-data_service-1,"14,76"
1776267281.38951,thesis_project-auth_service-1,"0,07"
1776267283.3951519,thesis_project-user_service-1,"0,09"
1776267285.404981,thesis_project-api_gateway-1,"49,98"
1776267287.408983,thesis_project-data_service-1,"35,27"
1776267289.412558,thesis_project-auth_service-1,"0,08"
1776267291.423428,thesis_project-user_service-1,"0,06"
1776267293.436366,thesis_project-api_gateway-1,"49,80"
1776267295.445854,thesis_project-data_service-1,"49,62"
1776267297.449378,thesis_project-auth_service-1,"0,07"
1776267299.454549,thesis_project-user_service-1,"0,07"
1776267301.470279,thesis_project-api_gateway-1,"50,95"
1776267303.4786189,thesis_project-data_service-1,"11,35"
1776267305.486422,thesis_project-auth_service-1,"0,06"
1776267307.494256,thesis_project-user_service-1,"0,07"
1776267309.509834,thesis_project-api_gateway-1,"49,77"
1776267311.5226061,thesis_project-data_service-1,"50,84"
1776267313.5284128,thesis_project-auth_service-1,"0,08"
1776267315.533227,thesis_project-user_service-1,"0,07"
1776267317.544369,thesis_project-api_gateway-1,"49,93"
1776267319.551779,thesis_project-data_service-1,"0,53"
1776267321.566319,thesis_project-auth_service-1,"0,07"
1776267323.5706408,thesis_project-user_service-1,"0,12"
1776267325.583019,thesis_project-api_gateway-1,"43,14"
1776267327.5874739,thesis_project-data_service-1,"50,08"
1776267329.601701,thesis_project-auth_service-1,"0,07"
1776267331.6089652,thesis_project-user_service-1,"0,07"
1776267333.6232908,thesis_project-api_gateway-1,"49,95"
1776267335.637179,thesis_project-data_service-1,"25,29"
1776267337.664656,thesis_project-auth_service-1,"0,09"
1776267339.6778,thesis_project-user_service-1,"0,07"
1776267341.692503,thesis_project-api_gateway-1,"0,31"
1776267343.6991308,thesis_project-data_service-1,"1,28"
1776267345.7025762,thesis_project-auth_service-1,"0,06"
1776267347.7102761,thesis_project-user_service-1,"0,11"
1776267350.726531,thesis_project-api_gateway-1,"50,24"
1776267352.7334552,thesis_project-data_service-1,"50,19"
1776267354.73684,thesis_project-auth_service-1,"0,06"
1776267356.741533,thesis_project-user_service-1,"0,07"
1776267358.750208,thesis_project-api_gateway-1,"50,49"
1776267360.7642171,thesis_project-data_service-1,"49,89"
1776267362.773841,thesis_project-auth_service-1,"0,09"
1776267364.783224,thesis_project-user_service-1,"0,08"
1776267366.794546,thesis_project-api_gateway-1,"50,41"
1776267368.80782,thesis_project-data_service-1,"44,65"
1776267370.816494,thesis_project-auth_service-1,"0,06"
1776267372.821416,thesis_project-user_service-1,"0,06"
1776267374.8315132,thesis_project-api_gateway-1,"50,08"
1776267376.8360698,thesis_project-data_service-1,"50,13"
1776267378.838327,thesis_project-auth_service-1,"0,06"
1776267380.848248,thesis_project-user_service-1,"0,08"
1776267382.862526,thesis_project-api_gateway-1,"50,26"
1776267384.869974,thesis_project-data_service-1,"49,99"
1776267386.874413,thesis_project-auth_service-1,"0,10"
1776267388.8777962,thesis_project-user_service-1,"0,10"
1776267391.8976781,thesis_project-api_gateway-1,"49,95"
1776267393.907416,thesis_project-data_service-1,"50,45"
1776267395.914358,thesis_project-auth_service-1,"0,07"
1776267397.9260721,thesis_project-user_service-1,"0,13"
1776267400.949737,thesis_project-api_gateway-1,"49,95"
1776267402.954077,thesis_project-data_service-1,"50,12"
1776267404.959428,thesis_project-auth_service-1,"0,11"
1776267406.9671419,thesis_project-user_service-1,"0,07"
1776267408.985057,thesis_project-api_gateway-1,"50,40"
1776267410.996989,thesis_project-data_service-1,"25,62"
1776267413.0017622,thesis_project-auth_service-1,"0,07"
1776267415.006457,thesis_project-user_service-1,"0,11"
1776267417.022315,thesis_project-api_gateway-1,"49,86"
1776267419.0333529,thesis_project-data_service-1,"43,27"
1776267421.054143,thesis_project-auth_service-1,"0,06"
1776267423.065191,thesis_project-user_service-1,"0,07"
1776267425.080292,thesis_project-api_gateway-1,"0,50"
1776267427.093598,thesis_project-data_service-1,"0,14"
1776267429.105837,thesis_project-auth_service-1,"0,08"
1776267431.129039,thesis_project-user_service-1,"0,25"
1776267433.146417,thesis_project-api_gateway-1,"0,51"
1776267435.167638,thesis_project-data_service-1,"0,24"
