Timestamp,Container,CPU_Perc
1776424638.6207402,thesis_project-api_gateway-1,"0,25"
1776424640.647083,thesis_project-auth_service-1,"0,30"
1776424642.659466,thesis_project-data_service-1,"1,47"
1776424644.671009,thesis_project-user_service-1,"0,25"
1776424647.714891,thesis_project-api_gateway-1,"7,06"
1776424649.73243,thesis_project-auth_service-1,"0,26"
1776424651.7430358,thesis_project-data_service-1,"4,55"
1776424653.753437,thesis_project-user_service-1,"0,16"
1776424655.7812521,thesis_project-api_gateway-1,"11,15"
1776424656.802549,thesis_project-auth_service-1,"0,19"
1776424658.823411,thesis_project-data_service-1,"7,03"
1776424660.8387148,thesis_project-user_service-1,"0,18"
1776424662.852561,thesis_project-api_gateway-1,"18,38"
1776424664.859682,thesis_project-auth_service-1,"0,23"
1776424666.8795469,thesis_project-data_service-1,"9,26"
1776424668.891632,thesis_project-user_service-1,"0,17"
1776424670.90879,thesis_project-api_gateway-1,"21,15"
1776424672.920063,thesis_project-auth_service-1,"0,14"
1776424674.928301,thesis_project-data_service-1,"10,30"
1776424676.945183,thesis_project-user_service-1,"0,16"
1776424678.961895,thesis_project-api_gateway-1,"21,07"
1776424680.9782112,thesis_project-auth_service-1,"0,16"
1776424682.992176,thesis_project-data_service-1,"10,40"
1776424685.000479,thesis_project-user_service-1,"0,19"
1776424688.027136,thesis_project-api_gateway-1,"19,98"
1776424690.04185,thesis_project-auth_service-1,"0,20"
1776424692.05425,thesis_project-data_service-1,"9,12"
1776424694.0821939,thesis_project-user_service-1,"0,16"
1776424697.0965571,thesis_project-api_gateway-1,"19,50"
1776424699.1039639,thesis_project-auth_service-1,"0,15"
1776424701.108463,thesis_project-data_service-1,"8,71"
1776424703.1138492,thesis_project-user_service-1,"0,19"
1776424705.121102,thesis_project-api_gateway-1,"17,86"
1776424707.131531,thesis_project-auth_service-1,"0,20"
1776424709.1372778,thesis_project-data_service-1,"8,20"
1776424711.1467679,thesis_project-user_service-1,"0,18"
1776424713.1651862,thesis_project-api_gateway-1,"18,50"
1776424715.177003,thesis_project-auth_service-1,"0,20"
1776424716.1951091,thesis_project-data_service-1,"8,42"
1776424718.216831,thesis_project-user_service-1,"0,15"
1776424720.236258,thesis_project-api_gateway-1,"18,03"
1776424722.2511842,thesis_project-auth_service-1,"0,14"
1776424724.269129,thesis_project-data_service-1,"8,66"
1776424726.285812,thesis_project-user_service-1,"0,16"
1776424728.3023949,thesis_project-api_gateway-1,"18,20"
1776424730.3136268,thesis_project-auth_service-1,"0,16"
1776424732.3297348,thesis_project-data_service-1,"8,86"
1776424734.343534,thesis_project-user_service-1,"0,17"
1776424737.378616,thesis_project-api_gateway-1,"17,13"
1776424739.395505,thesis_project-auth_service-1,"0,17"
1776424741.410605,thesis_project-data_service-1,"8,73"
1776424743.4245372,thesis_project-user_service-1,"0,13"
1776424745.4446259,thesis_project-api_gateway-1,"16,13"
1776424747.476678,thesis_project-auth_service-1,"0,16"
1776424749.492884,thesis_project-data_service-1,"8,36"
1776424751.504222,thesis_project-user_service-1,"0,17"
1776424753.525331,thesis_project-api_gateway-1,"19,09"
1776424755.539613,thesis_project-auth_service-1,"0,13"
1776424757.554162,thesis_project-data_service-1,"8,68"
1776424759.560447,thesis_project-user_service-1,"0,14"
1776424761.5769339,thesis_project-api_gateway-1,"19,08"
1776424763.582242,thesis_project-auth_service-1,"0,17"
1776424765.59349,thesis_project-data_service-1,"7,66"
1776424767.618664,thesis_project-user_service-1,"0,26"
1776424769.644406,thesis_project-api_gateway-1,"17,70"
1776424771.659961,thesis_project-auth_service-1,"0,12"
1776424773.675574,thesis_project-data_service-1,"8,48"
1776424775.689425,thesis_project-user_service-1,"0,15"
1776424777.7166872,thesis_project-api_gateway-1,"16,36"
1776424779.7305331,thesis_project-auth_service-1,"0,15"
1776424781.743437,thesis_project-data_service-1,"8,21"
1776424783.75908,thesis_project-user_service-1,"0,22"
1776424785.778969,thesis_project-api_gateway-1,"17,28"
1776424787.79597,thesis_project-auth_service-1,"0,17"
1776424789.804354,thesis_project-data_service-1,"7,78"
1776424791.810774,thesis_project-user_service-1,"0,19"
1776424793.824329,thesis_project-api_gateway-1,"16,64"
1776424795.8312378,thesis_project-auth_service-1,"0,23"
1776424797.848201,thesis_project-data_service-1,"6,96"
1776424799.860564,thesis_project-user_service-1,"0,23"
1776424801.883596,thesis_project-api_gateway-1,"12,62"
1776424803.896141,thesis_project-auth_service-1,"0,23"
1776424805.908661,thesis_project-data_service-1,"4,69"
1776424807.9387689,thesis_project-user_service-1,"0,22"
1776424809.966223,thesis_project-api_gateway-1,"8,01"
1776424811.978118,thesis_project-auth_service-1,"0,21"
1776424813.994617,thesis_project-data_service-1,"3,15"
1776424816.005352,thesis_project-user_service-1,"0,27"
1776424818.033684,thesis_project-api_gateway-1,"4,00"
1776424820.0442932,thesis_project-auth_service-1,"0,26"
1776424822.0514271,thesis_project-data_service-1,"0,24"
1776424824.0628328,thesis_project-user_service-1,"0,31"
