Timestamp,Container,CPU_Perc
1776341765.389972,thesis_project-user_service-1,"0,21"
1776341767.409257,thesis_project-api_gateway-1,"3,10"
1776341768.4223151,thesis_project-data_service-1,"0,92"
1776341770.4337652,thesis_project-auth_service-1,"0,29"
1776341772.456254,thesis_project-user_service-1,"0,92"
1776341774.467686,thesis_project-api_gateway-1,"2,20"
1776341776.483896,thesis_project-data_service-1,"1,91"
1776341778.513178,thesis_project-auth_service-1,"0,24"
1776341780.540548,thesis_project-user_service-1,"1,92"
1776341782.5488372,thesis_project-api_gateway-1,"2,89"
1776341784.558403,thesis_project-data_service-1,"3,77"
1776341786.568606,thesis_project-auth_service-1,"0,19"
1776341788.592723,thesis_project-user_service-1,"2,42"
1776341790.598737,thesis_project-api_gateway-1,"4,87"
1776341792.6088161,thesis_project-data_service-1,"4,93"
1776341794.6175098,thesis_project-auth_service-1,"0,23"
1776341796.633368,thesis_project-user_service-1,"2,69"
1776341798.652043,thesis_project-api_gateway-1,"5,79"
1776341800.6667268,thesis_project-data_service-1,"6,14"
1776341802.6795552,thesis_project-auth_service-1,"0,24"
1776341804.700258,thesis_project-user_service-1,"3,32"
1776341806.713394,thesis_project-api_gateway-1,"5,60"
1776341808.74382,thesis_project-data_service-1,"5,79"
1776341810.758228,thesis_project-auth_service-1,"0,28"
1776341812.771677,thesis_project-user_service-1,"2,86"
1776341814.782114,thesis_project-api_gateway-1,"5,57"
1776341816.798,thesis_project-data_service-1,"5,53"
1776341818.820246,thesis_project-auth_service-1,"0,24"
1776341820.83832,thesis_project-user_service-1,"3,13"
1776341822.848057,thesis_project-api_gateway-1,"5,87"
1776341824.8594408,thesis_project-data_service-1,"5,93"
1776341826.8733811,thesis_project-auth_service-1,"0,16"
1776341828.8987,thesis_project-user_service-1,"3,26"
1776341830.9063418,thesis_project-api_gateway-1,"5,99"
1776341832.916112,thesis_project-data_service-1,"5,33"
1776341834.9272692,thesis_project-auth_service-1,"0,23"
1776341836.950349,thesis_project-user_service-1,"2,71"
1776341838.980326,thesis_project-api_gateway-1,"5,86"
1776341840.9940228,thesis_project-data_service-1,"5,98"
1776341843.0038881,thesis_project-auth_service-1,"0,21"
1776341845.0172522,thesis_project-user_service-1,"3,29"
1776341847.027992,thesis_project-api_gateway-1,"5,51"
1776341849.061585,thesis_project-data_service-1,"5,55"
1776341851.071048,thesis_project-auth_service-1,"0,21"
1776341853.085611,thesis_project-user_service-1,"2,94"
1776341855.0941179,thesis_project-api_gateway-1,"5,86"
1776341857.1081011,thesis_project-data_service-1,"5,54"
1776341859.134389,thesis_project-auth_service-1,"0,19"
1776341861.1586292,thesis_project-user_service-1,"2,89"
1776341863.168592,thesis_project-api_gateway-1,"6,08"
1776341865.176776,thesis_project-data_service-1,"5,23"
1776341867.18865,thesis_project-auth_service-1,"0,19"
1776341870.213696,thesis_project-user_service-1,"2,71"
1776341872.21973,thesis_project-api_gateway-1,"5,25"
1776341874.227088,thesis_project-data_service-1,"5,50"
1776341876.2351182,thesis_project-auth_service-1,"0,26"
1776341879.267686,thesis_project-user_service-1,"2,66"
1776341881.276691,thesis_project-api_gateway-1,"4,87"
1776341883.284697,thesis_project-data_service-1,"5,32"
1776341885.293504,thesis_project-auth_service-1,"0,23"
1776341887.315268,thesis_project-user_service-1,"2,69"
1776341889.333102,thesis_project-api_gateway-1,"5,64"
1776341891.345441,thesis_project-data_service-1,"4,66"
1776341893.3579452,thesis_project-auth_service-1,"0,19"
1776341895.378592,thesis_project-user_service-1,"2,72"
1776341897.3989701,thesis_project-api_gateway-1,"5,32"
1776341898.4126039,thesis_project-data_service-1,"5,21"
1776341900.427953,thesis_project-auth_service-1,"0,23"
1776341902.4514508,thesis_project-user_service-1,"2,64"
1776341904.462137,thesis_project-api_gateway-1,"5,42"
1776341906.4751081,thesis_project-data_service-1,"5,24"
1776341908.493322,thesis_project-auth_service-1,"0,22"
1776341910.515421,thesis_project-user_service-1,"2,42"
1776341912.528617,thesis_project-api_gateway-1,"5,74"
1776341914.5347059,thesis_project-data_service-1,"5,50"
1776341916.5437179,thesis_project-auth_service-1,"0,15"
1776341918.567574,thesis_project-user_service-1,"2,54"
1776341920.577984,thesis_project-api_gateway-1,"4,99"
1776341922.587949,thesis_project-data_service-1,"4,73"
1776341924.598445,thesis_project-auth_service-1,"0,18"
1776341926.619199,thesis_project-user_service-1,"2,42"
1776341928.645943,thesis_project-api_gateway-1,"4,05"
1776341930.654927,thesis_project-data_service-1,"3,55"
1776341932.6662452,thesis_project-auth_service-1,"0,19"
1776341934.682438,thesis_project-user_service-1,"1,74"
1776341936.696069,thesis_project-api_gateway-1,"2,83"
1776341938.710312,thesis_project-data_service-1,"2,10"
1776341940.72132,thesis_project-auth_service-1,"0,22"
1776341942.739816,thesis_project-user_service-1,"0,88"
1776341944.752706,thesis_project-api_gateway-1,"0,84"
1776341946.7660959,thesis_project-data_service-1,"0,83"
1776341948.783823,thesis_project-auth_service-1,"1,34"
1776341950.8065221,thesis_project-user_service-1,"0,34"
