Timestamp,Container,CPU_Perc
1776342807.50536,thesis_project-auth_service-1,"0,20"
1776342809.5220501,thesis_project-data_service-1,"3,53"
1776342811.536798,thesis_project-api_gateway-1,"0,99"
1776342813.553826,thesis_project-user_service-1,"0,90"
1776342815.57838,thesis_project-auth_service-1,"0,31"
1776342817.592512,thesis_project-data_service-1,"2,03"
1776342819.6070862,thesis_project-api_gateway-1,"2,96"
1776342821.617214,thesis_project-user_service-1,"1,46"
1776342823.6374679,thesis_project-auth_service-1,"0,23"
1776342825.663738,thesis_project-data_service-1,"3,35"
1776342827.675545,thesis_project-api_gateway-1,"3,47"
1776342829.688662,thesis_project-user_service-1,"2,33"
1776342831.712513,thesis_project-auth_service-1,"0,23"
1776342833.736989,thesis_project-data_service-1,"4,70"
1776342835.757354,thesis_project-api_gateway-1,"5,63"
1776342837.768335,thesis_project-user_service-1,"2,81"
1776342839.793966,thesis_project-auth_service-1,"0,24"
1776342841.8104389,thesis_project-data_service-1,"5,63"
1776342843.829802,thesis_project-api_gateway-1,"6,26"
1776342845.8469162,thesis_project-user_service-1,"3,01"
1776342847.86894,thesis_project-auth_service-1,"0,19"
1776342849.884369,thesis_project-data_service-1,"5,61"
1776342851.891639,thesis_project-api_gateway-1,"6,21"
1776342853.9049442,thesis_project-user_service-1,"2,77"
1776342855.9216158,thesis_project-auth_service-1,"0,22"
1776342857.929301,thesis_project-data_service-1,"4,79"
1776342859.939809,thesis_project-api_gateway-1,"6,09"
1776342861.949266,thesis_project-user_service-1,"2,73"
1776342863.969813,thesis_project-auth_service-1,"0,20"
1776342865.983509,thesis_project-data_service-1,"5,33"
1776342867.996566,thesis_project-api_gateway-1,"5,32"
1776342870.007728,thesis_project-user_service-1,"2,68"
1776342872.0341702,thesis_project-auth_service-1,"0,24"
1776342874.056503,thesis_project-data_service-1,"4,95"
1776342876.077683,thesis_project-api_gateway-1,"5,82"
1776342878.1176682,thesis_project-user_service-1,"2,72"
1776342880.138196,thesis_project-auth_service-1,"0,28"
1776342882.14483,thesis_project-data_service-1,"4,91"
1776342884.161186,thesis_project-api_gateway-1,"6,02"
1776342886.1727202,thesis_project-user_service-1,"2,54"
1776342888.185317,thesis_project-auth_service-1,"0,20"
1776342890.205379,thesis_project-data_service-1,"5,40"
1776342892.217865,thesis_project-api_gateway-1,"5,92"
1776342894.2336588,thesis_project-user_service-1,"2,81"
1776342896.2589052,thesis_project-auth_service-1,"0,22"
1776342898.26581,thesis_project-data_service-1,"5,29"
1776342900.2750878,thesis_project-api_gateway-1,"5,91"
1776342902.2824802,thesis_project-user_service-1,"2,90"
1776342904.306518,thesis_project-auth_service-1,"1,06"
1776342906.32539,thesis_project-data_service-1,"5,18"
1776342908.340097,thesis_project-api_gateway-1,"5,78"
1776342910.353813,thesis_project-user_service-1,"2,67"
1776342912.3701801,thesis_project-auth_service-1,"0,28"
1776342914.390883,thesis_project-data_service-1,"5,02"
1776342916.4098701,thesis_project-api_gateway-1,"5,25"
1776342918.425526,thesis_project-user_service-1,"2,60"
1776342920.439403,thesis_project-auth_service-1,"0,23"
1776342922.4531672,thesis_project-data_service-1,"4,46"
1776342924.4696572,thesis_project-api_gateway-1,"4,66"
1776342926.495491,thesis_project-user_service-1,"2,52"
1776342928.50821,thesis_project-auth_service-1,"0,23"
1776342930.515685,thesis_project-data_service-1,"3,93"
1776342932.5244439,thesis_project-api_gateway-1,"5,56"
1776342934.555305,thesis_project-user_service-1,"2,48"
1776342936.57485,thesis_project-auth_service-1,"0,21"
1776342938.5916958,thesis_project-data_service-1,"5,17"
1776342940.603681,thesis_project-api_gateway-1,"6,14"
1776342942.611896,thesis_project-user_service-1,"2,38"
1776342944.6310542,thesis_project-auth_service-1,"0,26"
1776342946.642647,thesis_project-data_service-1,"4,62"
1776342948.65501,thesis_project-api_gateway-1,"5,25"
1776342950.666164,thesis_project-user_service-1,"2,28"
1776342952.6876569,thesis_project-auth_service-1,"0,20"
1776342954.7077062,thesis_project-data_service-1,"3,97"
1776342956.72265,thesis_project-api_gateway-1,"5,10"
1776342958.7439811,thesis_project-user_service-1,"2,37"
1776342960.7652879,thesis_project-auth_service-1,"0,26"
1776342962.7809222,thesis_project-data_service-1,"4,29"
1776342964.810072,thesis_project-api_gateway-1,"4,40"
1776342966.8239639,thesis_project-user_service-1,"2,06"
1776342968.84099,thesis_project-auth_service-1,"0,24"
1776342970.8541088,thesis_project-data_service-1,"3,87"
1776342972.870462,thesis_project-api_gateway-1,"3,76"
1776342974.890212,thesis_project-user_service-1,"1,17"
1776342976.911479,thesis_project-auth_service-1,"0,25"
1776342978.924212,thesis_project-data_service-1,"2,61"
1776342980.939422,thesis_project-api_gateway-1,"2,13"
1776342982.9617002,thesis_project-user_service-1,"1,08"
1776342984.9889688,thesis_project-auth_service-1,"0,28"
1776342987.003982,thesis_project-data_service-1,"1,02"
1776342989.01359,thesis_project-api_gateway-1,"0,94"
1776342991.02785,thesis_project-user_service-1,"0,45"
