Timestamp,Container,CPU_Perc
1776268611.2816808,thesis_project-user_service-1,"0,23"
1776268613.296284,thesis_project-auth_service-1,"0,29"
1776268615.303039,thesis_project-data_service-1,"28,36"
1776268617.318105,thesis_project-api_gateway-1,"40,61"
1776268619.333323,thesis_project-user_service-1,"0,18"
1776268621.3416939,thesis_project-auth_service-1,"0,13"
1776268623.3524811,thesis_project-data_service-1,"11,40"
1776268625.363531,thesis_project-api_gateway-1,"6,64"
1776268627.3786108,thesis_project-user_service-1,"0,07"
1776268629.386593,thesis_project-auth_service-1,"0,07"
1776268631.3917708,thesis_project-data_service-1,"49,76"
1776268633.396032,thesis_project-api_gateway-1,"41,48"
1776268635.403848,thesis_project-user_service-1,"0,09"
1776268637.4154088,thesis_project-auth_service-1,"0,06"
1776268639.420457,thesis_project-data_service-1,"38,25"
1776268641.4239738,thesis_project-api_gateway-1,"50,07"
1776268643.4353468,thesis_project-user_service-1,"0,07"
1776268645.4446342,thesis_project-auth_service-1,"0,08"
1776268647.4622998,thesis_project-data_service-1,"36,14"
1776268649.4684339,thesis_project-api_gateway-1,"50,08"
1776268651.481535,thesis_project-user_service-1,"0,08"
1776268653.491406,thesis_project-auth_service-1,"0,07"
1776268655.502741,thesis_project-data_service-1,"43,72"
1776268657.507054,thesis_project-api_gateway-1,"49,95"
1776268659.519287,thesis_project-user_service-1,"0,08"
1776268661.52575,thesis_project-auth_service-1,"0,07"
1776268663.531073,thesis_project-data_service-1,"17,29"
1776268665.541617,thesis_project-api_gateway-1,"50,14"
1776268667.5559602,thesis_project-user_service-1,"0,07"
1776268669.562161,thesis_project-auth_service-1,"0,09"
1776268671.568326,thesis_project-data_service-1,"50,08"
1776268673.5730062,thesis_project-api_gateway-1,"50,44"
1776268676.586244,thesis_project-user_service-1,"0,09"
1776268678.592151,thesis_project-auth_service-1,"0,07"
1776268680.5984771,thesis_project-data_service-1,"21,60"
1776268682.604118,thesis_project-api_gateway-1,"49,88"
1776268684.6186829,thesis_project-user_service-1,"0,08"
1776268686.631003,thesis_project-auth_service-1,"0,07"
1776268688.63857,thesis_project-data_service-1,"46,09"
1776268690.645134,thesis_project-api_gateway-1,"49,97"
1776268692.666086,thesis_project-user_service-1,"0,07"
1776268694.6769059,thesis_project-auth_service-1,"0,07"
1776268696.68593,thesis_project-data_service-1,"50,22"
1776268698.6912022,thesis_project-api_gateway-1,"1,21"
1776268700.7043672,thesis_project-user_service-1,"0,08"
1776268702.7085068,thesis_project-auth_service-1,"0,06"
1776268704.711474,thesis_project-data_service-1,"28,45"
1776268706.724726,thesis_project-api_gateway-1,"49,93"
1776268708.73682,thesis_project-user_service-1,"0,06"
1776268710.746562,thesis_project-auth_service-1,"0,06"
1776268712.752665,thesis_project-data_service-1,"49,94"
1776268714.758213,thesis_project-api_gateway-1,"50,37"
1776268716.771248,thesis_project-user_service-1,"0,08"
1776268718.780638,thesis_project-auth_service-1,"0,07"
1776268720.790242,thesis_project-data_service-1,"50,22"
1776268722.798354,thesis_project-api_gateway-1,"50,31"
1776268724.815305,thesis_project-user_service-1,"0,08"
1776268726.829691,thesis_project-auth_service-1,"0,12"
1776268728.836381,thesis_project-data_service-1,"25,83"
1776268730.841173,thesis_project-api_gateway-1,"50,63"
1776268732.8553321,thesis_project-user_service-1,"0,08"
1776268734.862226,thesis_project-auth_service-1,"0,08"
1776268736.8880372,thesis_project-data_service-1,"51,36"
1776268738.894773,thesis_project-api_gateway-1,"50,48"
1776268740.90733,thesis_project-user_service-1,"0,08"
1776268742.911456,thesis_project-auth_service-1,"0,07"
1776268744.923712,thesis_project-data_service-1,"0,11"
1776268746.939696,thesis_project-api_gateway-1,"49,81"
1776268748.955772,thesis_project-user_service-1,"0,21"
1776268750.9661288,thesis_project-auth_service-1,"0,11"
1776268752.973314,thesis_project-data_service-1,"31,63"
1776268754.980837,thesis_project-api_gateway-1,"50,63"
1776268756.997447,thesis_project-user_service-1,"0,08"
1776268759.003138,thesis_project-auth_service-1,"0,12"
1776268761.006101,thesis_project-data_service-1,"49,73"
1776268763.0099971,thesis_project-api_gateway-1,"49,91"
1776268765.032002,thesis_project-user_service-1,"0,08"
1776268767.04687,thesis_project-auth_service-1,"0,07"
1776268769.054833,thesis_project-data_service-1,"26,49"
1776268771.0589619,thesis_project-api_gateway-1,"50,27"
1776268773.0699992,thesis_project-user_service-1,"0,07"
1776268775.0792372,thesis_project-auth_service-1,"0,10"
1776268777.091125,thesis_project-data_service-1,"49,95"
1776268779.0963929,thesis_project-api_gateway-1,"49,88"
1776268781.111296,thesis_project-user_service-1,"0,07"
1776268783.1165729,thesis_project-auth_service-1,"0,07"
1776268785.122129,thesis_project-data_service-1,"49,75"
1776268787.1335108,thesis_project-api_gateway-1,"49,75"
1776268789.1475682,thesis_project-user_service-1,"0,07"
1776268791.154641,thesis_project-auth_service-1,"0,06"
1776268793.163826,thesis_project-data_service-1,"29,96"
1776268795.17568,thesis_project-api_gateway-1,"19,54"
1776268798.2099981,thesis_project-user_service-1,"0,26"
1776268800.219883,thesis_project-auth_service-1,"0,30"
