Timestamp,Container,CPU_Perc
1776421871.258532,thesis_project-api_gateway-1,"0,24"
1776421873.270899,thesis_project-data_service-1,"1,80"
1776421875.285703,thesis_project-auth_service-1,"0,20"
1776421877.299912,thesis_project-user_service-1,"0,22"
1776421879.328873,thesis_project-api_gateway-1,"5,39"
1776421881.343963,thesis_project-data_service-1,"4,59"
1776421883.35241,thesis_project-auth_service-1,"0,20"
1776421885.361015,thesis_project-user_service-1,"0,19"
1776421887.3810859,thesis_project-api_gateway-1,"7,88"
1776421889.40856,thesis_project-data_service-1,"8,99"
1776421891.426701,thesis_project-auth_service-1,"0,21"
1776421893.444871,thesis_project-user_service-1,"0,14"
1776421895.461237,thesis_project-api_gateway-1,"10,45"
1776421897.48191,thesis_project-data_service-1,"9,99"
1776421899.533589,thesis_project-auth_service-1,"0,13"
1776421901.5406332,thesis_project-user_service-1,"0,12"
1776421903.555022,thesis_project-api_gateway-1,"14,50"
1776421905.563818,thesis_project-data_service-1,"12,70"
1776421907.57849,thesis_project-auth_service-1,"0,11"
1776421909.5982778,thesis_project-user_service-1,"0,16"
1776421911.611951,thesis_project-api_gateway-1,"11,98"
1776421913.619841,thesis_project-data_service-1,"11,93"
1776421915.631404,thesis_project-auth_service-1,"0,12"
1776421917.636585,thesis_project-user_service-1,"0,11"
1776421919.655516,thesis_project-api_gateway-1,"13,40"
1776421921.667294,thesis_project-data_service-1,"12,54"
1776421923.681442,thesis_project-auth_service-1,"0,19"
1776421925.693133,thesis_project-user_service-1,"0,12"
1776421927.705376,thesis_project-api_gateway-1,"13,93"
1776421929.7273548,thesis_project-data_service-1,"11,79"
1776421931.7391949,thesis_project-auth_service-1,"0,15"
1776421933.746707,thesis_project-user_service-1,"0,13"
1776421935.758821,thesis_project-api_gateway-1,"14,72"
1776421937.773033,thesis_project-data_service-1,"11,03"
1776421939.794503,thesis_project-auth_service-1,"0,12"
1776421941.800568,thesis_project-user_service-1,"0,16"
1776421943.8168561,thesis_project-api_gateway-1,"13,46"
1776421945.8255382,thesis_project-data_service-1,"12,88"
1776421947.8332028,thesis_project-auth_service-1,"0,14"
1776421949.854756,thesis_project-user_service-1,"0,13"
1776421951.87534,thesis_project-api_gateway-1,"12,94"
1776421953.885577,thesis_project-data_service-1,"11,70"
1776421955.8983521,thesis_project-auth_service-1,"0,14"
1776421957.907242,thesis_project-user_service-1,"0,14"
1776421959.932684,thesis_project-api_gateway-1,"13,07"
1776421961.948982,thesis_project-data_service-1,"11,66"
1776421963.958084,thesis_project-auth_service-1,"0,14"
1776421965.963865,thesis_project-user_service-1,"0,16"
1776421968.018812,thesis_project-api_gateway-1,"11,57"
1776421969.036525,thesis_project-data_service-1,"11,23"
1776421971.045587,thesis_project-auth_service-1,"0,13"
1776421973.054799,thesis_project-user_service-1,"0,16"
1776421975.0722759,thesis_project-api_gateway-1,"13,26"
1776421977.0792708,thesis_project-data_service-1,"11,80"
1776421979.0881522,thesis_project-auth_service-1,"0,14"
1776421980.096883,thesis_project-user_service-1,"0,13"
1776421982.109751,thesis_project-api_gateway-1,"11,43"
1776421984.118589,thesis_project-data_service-1,"12,08"
1776421986.126081,thesis_project-auth_service-1,"0,14"
1776421988.137156,thesis_project-user_service-1,"0,17"
1776421990.1614358,thesis_project-api_gateway-1,"13,10"
1776421992.1701682,thesis_project-data_service-1,"11,96"
1776421994.178102,thesis_project-auth_service-1,"0,15"
1776421996.183595,thesis_project-user_service-1,"0,14"
1776421998.199417,thesis_project-api_gateway-1,"12,38"
1776422000.223712,thesis_project-data_service-1,"10,97"
1776422002.2294762,thesis_project-auth_service-1,"0,16"
1776422004.23753,thesis_project-user_service-1,"0,12"
1776422006.256502,thesis_project-api_gateway-1,"11,70"
1776422008.2716641,thesis_project-data_service-1,"10,09"
1776422009.290595,thesis_project-auth_service-1,"0,17"
1776422011.3013818,thesis_project-user_service-1,"0,13"
1776422013.320174,thesis_project-api_gateway-1,"11,77"
1776422015.331359,thesis_project-data_service-1,"10,91"
1776422017.344935,thesis_project-auth_service-1,"0,21"
1776422019.369278,thesis_project-user_service-1,"0,14"
1776422021.377818,thesis_project-api_gateway-1,"12,43"
1776422023.381679,thesis_project-data_service-1,"10,25"
1776422025.388921,thesis_project-auth_service-1,"0,15"
1776422027.402836,thesis_project-user_service-1,"0,17"
1776422030.427348,thesis_project-api_gateway-1,"10,50"
1776422032.442369,thesis_project-data_service-1,"8,27"
1776422034.448117,thesis_project-auth_service-1,"0,18"
1776422036.457346,thesis_project-user_service-1,"0,22"
1776422038.4856682,thesis_project-api_gateway-1,"7,48"
1776422040.506506,thesis_project-data_service-1,"6,29"
1776422042.5172632,thesis_project-auth_service-1,"0,18"
1776422044.5329978,thesis_project-user_service-1,"0,20"
1776422046.550557,thesis_project-api_gateway-1,"4,78"
1776422048.568794,thesis_project-data_service-1,"2,76"
1776422049.583221,thesis_project-auth_service-1,"0,20"
1776422051.5907252,thesis_project-user_service-1,"0,22"
1776422053.607341,thesis_project-api_gateway-1,"0,28"
1776422055.6172621,thesis_project-data_service-1,"0,25"
1776422057.6266391,thesis_project-auth_service-1,"0,27"
1776422059.658669,thesis_project-user_service-1,"0,26"
